ID	Large_category	Small_category	Origin	Type	Name	Components
M00566	Environmental information processing	Peptide and nickel transport system	Prokaryote	Complex	"Dipeptide transport system, Firmicutes"	4
M00567	Energy metabolism	Methane metabolism	Prokaryote	Pathway	"Methanogenesis, CO2 => methane"	8
M00568	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Catechol ortho-cleavage, catechol => 3-oxoadipate"	4
M00569	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	5..7
M00571	Environmental information processing	Bacterial secretion system	Prokaryote	Complex	AlgE-type Mannuronan C-5-Epimerase transport system	3
M00572	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP"	6
M00573	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin"	5
M00574	Gene set	Pathogenicity	Prokaryote	Signature	"Pertussis pathogenicity signature, pertussis toxin"	4
M00575	Gene set	Pathogenicity	Prokaryote	Signature	"Pertussis pathogenicity signature, T1SS"	5
M00576	Gene set	Pathogenicity	Prokaryote	Signature	"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins"	2
M00577	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	5
M00579	Energy metabolism	Carbon fixation	Prokaryote	Pathway	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2
M00580	Carbohydrate metabolism	Central carbohydrate metabolism	Prokaryote	Pathway	"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"	2..3
M00581	Environmental information processing	"Metallic cation, iron-siderophore and vitamin B12 transport system"	Prokaryote	Complex	Biotin transport system	3
M00582	Environmental information processing	"Metallic cation, iron-siderophore and vitamin B12 transport system"	Prokaryote	Complex	Energy-coupling factor transport system	4
M00583	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Putative peptide transport system	2
M00584	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Acetoin utilization transport system	4
M00585	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	L-Cystine transport system	5
M00586	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Putative S-methylcysteine transport system	3
M00587	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Arginine/lysine/histidine/glutamine transport system	2
M00589	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Putative lysine transport system	3
M00590	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Erythritol transport system	3
M00591	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Putative xylitol transport system	3
M00592	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Inositol transport system	3
M00593	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Inositol transport system	3
M00595	Energy metabolism	Sulfur metabolism	Prokaryote	Pathway	"Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	1
M00596	Energy metabolism	Sulfur metabolism	Prokaryote	Pathway	"Dissimilatory sulfate reduction, sulfate => H2S"	3
M00597	Energy metabolism	Photosynthesis	Prokaryote	Complex	Anoxygenic photosystem II	2
M00598	Energy metabolism	Photosynthesis	Prokaryote	Complex	Anoxygenic photosystem I	4
M00599	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Inositol-phosphate transport system	4
M00600	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	"alpha-1,4-Digalacturonate transport system"	3
M00601	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Putative chitobiose transport system	3
M00602	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Arabinosaccharide transport system	4
M00603	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Putative aldouronate transport system	3
M00604	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Trehalose transport system	3
M00605	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Glucose/mannose transport system	4
M00606	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	"N,N'-Diacetylchitobiose transport system"	4
M00607	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Glycerol transport system	5
M00608	Energy metabolism	Methane metabolism	Prokaryote	Pathway	"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	3
M00609	Amino acid metabolism	Cysteine and methionine metabolism	Prokaryote	Pathway	"Cysteine biosynthesis, methionine => cysteine"	6
M00610	Environmental information processing	Phosphotransferase system (PTS)	Prokaryote	Complex	"PTS system, D-glucosaminate-specific II component"	4
M00613	Module set	Metabolic capacity	Prokaryote	Signature	Anoxygenic photosynthesis in green nonsulfur bacteria	14
M00614	Module set	Metabolic capacity	Prokaryote	Signature	Anoxygenic photosynthesis in green sulfur bacteria	11..13
M00617	Module set	Metabolic capacity	Prokaryote	Signature	Methanogen	3..8
M00618	Module set	Metabolic capacity	Prokaryote	Signature	Acetogen	9
M00619	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Xylobiose transport system	3
M00620	Energy metabolism	Carbon fixation	Prokaryote	Pathway	"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	7
M00622	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Nicotinate degradation, nicotinate => fumarate"	6
M00623	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Phthalate degradation, phthalate => protocatechuate"	3
M00624	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	2
M00625	Gene set	Drug resistance	Prokaryote	Signature	Methicillin resistance	3
M00627	Gene set	Drug resistance	Prokaryote	Signature	"beta-Lactam resistance, Bla system"	3
M00628	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"beta-Lactam resistance, AmpC system"	4
M00631	Carbohydrate metabolism	Other carbohydrate metabolism	Prokaryote	Pathway	"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	5
M00633	Carbohydrate metabolism	Central carbohydrate metabolism	Prokaryote	Pathway	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	4
M00634	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Oleandomycin transport system	2
M00635	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Tetracycline resistance, TetAB(46) transporter"	2
M00636	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Phthalate degradation, phthalate => protocatechuate"	3
M00637	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Anthranilate degradation, anthranilate => catechol"	1
M00638	Xenobiotics biodegradation	Aromatics degradation	Prokaryote	Pathway	"Salicylate degradation, salicylate => gentisate"	1
M00639	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexCD-OprJ"	2
M00641	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexEF-OprN"	2
M00642	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexJK-OprM"	2
M00643	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexXY-OprM"	2
M00644	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Vanadium resistance, efflux pump MexGHI-OpmD"	3
M00645	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump SmeABC"	3
M00646	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump AcrAD-TolC"	3
M00647	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF"	2
M00648	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump MdtABC"	3
M00649	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump AdeABC"	3
M00651	Gene set	Drug resistance	Prokaryote	Signature	"Vancomycin resistance, D-Ala-D-Lac type"	4..7
M00652	Gene set	Drug resistance	Prokaryote	Signature	"Vancomycin resistance, D-Ala-D-Ser type"	5
M00653	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	AauS-AauR (acidic amino acids utilization) two-component regulatory system	2
M00654	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	ParS-ParR (polymyxin-adaptive resistance) two-component regulatory system	2
M00655	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	AdeS-AdeR two-component regulatory system	2
M00656	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	VanS-VanR (VanB type vancomycin resistance) two-component regulatory system	2
M00657	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	VanS-VanR (VanE type vancomycin resistance) two-component regulatory system	2
M00658	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system	2
M00660	Gene set	Plant pathogenicity	Prokaryote	Signature	"Xanthomonas spp. pathogenicity signature, T3SS and effectors"	8
M00662	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	Hk1-Rrp1 (glycerol uptake and utilization) two-component regulatory system	2
M00663	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	SsrA-SsrB two-component regulatory system	2
M00664	Gene set	Symbiosis	Prokaryote	Signature	Nodulation	4
M00667	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Tetracycline resistance, efflux pump"	2
M00668	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Tetracycline resistance, TetA transporter"	2
M00669	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	gamma-Hexachlorocyclohexane transport system	4
M00670	Environmental information processing	"Saccharide, polyol, and lipid transport system"	Prokaryote	Complex	Mce transport system	4
M00673	Biosynthesis of other secondary metabolites	beta-Lactam biosynthesis	Prokaryote	Pathway	"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	8
M00674	Biosynthesis of other secondary metabolites	beta-Lactam biosynthesis	Prokaryote	Pathway	"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	4
M00675	Biosynthesis of other secondary metabolites	beta-Lactam biosynthesis	Prokaryote	Pathway	"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	3
M00696	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump AcrEF-TolC"	2
M00697	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MdtEF-TolC"	2
M00698	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump BpeEF-OprC"	2
M00699	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump AmeABC"	2
M00700	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump AbcA"	2
M00701	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump EmrAB"	2
M00702	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump NorB"	2
M00704	Gene set	Drug resistance	Prokaryote	Signature	"Tetracycline resistance, efflux pump Tet38"	2
M00705	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MepA"	2
M00706	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, EfrAB transporter"	2
M00707	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, MdlAB/SmdAB transporter"	2
M00708	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, PatAB transporter"	2
M00709	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Macrolide resistance, MacAB-TolC transporter"	3
M00710	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump EbrAB"	2
M00711	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump MdtIJ"	2
M00712	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump YkkCD"	2
M00713	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Fluoroquinolone resistance, efflux pump LfrA"	2
M00714	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump QacA"	2
M00715	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Lincosamide resistance, efflux pump LmrB"	2
M00716	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	ArlS-ArlR (virulence regulation) two-component regulatory system	2
M00717	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump NorA"	2..3
M00718	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexAB-OprM"	2
M00719	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	Ihk-Irr (virulence regulation) two-component regulatory system	2
M00720	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump VexEF-TolC"	3
M00721	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon"	3
M00722	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA"	3
M00723	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB"	4
M00724	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP"	3
M00725	Gene set	Drug resistance	Prokaryote	Signature	"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon"	3
M00726	Gene set	Drug resistance	Prokaryote	Signature	"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF"	3
M00727	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC"	3
M00728	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA"	3
M00729	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Fluoroquinolone resistance, gyrase-protecting protein Qnr"	3
M00730	Gene set	Drug resistance	Prokaryote	Signature	"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter"	3
M00731	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Bacitracin transport system	2
M00732	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Cationic antimicrobial peptide transport system	2
M00733	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system	2
M00734	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	BraS-BraR (bacitracin transport) two-component regulatory system	2
M00736	Biosynthesis of other secondary metabolites	beta-Lactam biosynthesis	Prokaryote	Pathway	"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	4
M00737	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Bacitracin resistance, VraDE transporter"	4
M00738	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Bacitracin resistance, BceAB transporter"	3
M00739	Environmental information processing	Peptide and nickel transport system	Prokaryote	Complex	Cationic peptide transport system	5
M00740	Carbohydrate metabolism	Other carbohydrate metabolism	Prokaryote	Pathway	Methylaspartate cycle	11
M00742	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Aminoglycoside resistance, protease FtsH"	3
M00743	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Aminoglycoside resistance, protease HtpX"	3
M00744	Gene set	Drug resistance	Prokaryote	Signature	"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE"	3
M00745	Gene set	Drug resistance	Prokaryote	Signature	"Imipenem resistance, repression of porin OprD"	2
M00746	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, repression of porin OmpF"	3
M00747	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Bacitracin transport system	2
M00754	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Nisin resistance, phage shock protein homolog LiaH"	3
M00760	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Erythromycin resistance, macrolide 2'-phosphotransferase I MphA"	2
M00761	Carbohydrate metabolism	Other carbohydrate metabolism	Prokaryote	Pathway	"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	4
M00762	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Copper-processing system	2
M00763	Amino acid metabolism	Arginine and proline metabolism	Prokaryote	Pathway	"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	6
M00764	Environmental information processing	Phosphotransferase system (PTS)	Prokaryote	Complex	"PTS system, fructoselysine/glucoselysine-specific II component"	4
M00765	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump Bmr"	2
M00766	Environmental information processing	Drug resistance	Prokaryote	FuncSet	"Streptomycin resistance, deactivating enzyme StrAB"	2
M00767	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump OqxAB"	3
M00768	Environmental information processing	Drug efflux transporter/pump	Prokaryote	FuncSet	"Multidrug resistance, efflux pump GesABC"	2
M00769	Gene set	Drug resistance	Prokaryote	Signature	"Multidrug resistance, efflux pump MexPQ-OpmE"	3
M00770	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	2
M00771	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	2
M00772	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2
M00773	Biosynthesis of terpenoids and polyketides	Macrolide biosynthesis	Prokaryote	Pathway	"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	8
M00774	Biosynthesis of terpenoids and polyketides	Macrolide biosynthesis	Prokaryote	Pathway	"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	6
M00775	Biosynthesis of terpenoids and polyketides	Macrolide biosynthesis	Prokaryote	Pathway	"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	5
M00776	Biosynthesis of terpenoids and polyketides	Macrolide biosynthesis	Prokaryote	Pathway	"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	4
M00777	Biosynthesis of terpenoids and polyketides	Macrolide biosynthesis	Prokaryote	Pathway	"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	5
M00778	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	2..3
M00779	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	4
M00780	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	7
M00781	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	4
M00782	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	8
M00783	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"	5
M00784	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A"	5
M00785	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Cycloserine biosynthesis, arginine/serine => cycloserine"	6
M00786	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A"	9
M00787	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Bacilysin biosynthesis, prephenate => bacilysin"	6
M00788	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Terpentecin biosynthesis, GGAP => terpentecin"	2
M00789	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Rebeccamycin biosynthesis, tryptophan => rebeccamycin"	6
M00790	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin"	4
M00791	Environmental information processing	"Metallic cation, iron-siderophore and vitamin B12 transport system"	Prokaryote	Complex	Manganese/zinc transport system	3
M00792	Environmental information processing	"Metallic cation, iron-siderophore and vitamin B12 transport system"	Prokaryote	Complex	Manganese/zinc transport system	3
M00793	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-L-rhamnose biosynthesis	4
M00794	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-6-deoxy-D-allose biosynthesis	2
M00795	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-beta-L-noviose biosynthesis	3
M00796	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-D-mycaminose biosynthesis	3
M00797	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-D-desosamine biosynthesis	4
M00798	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-L-mycarose biosynthesis	5
M00799	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-L-oleandrose biosynthesis	5
M00800	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-L-megosamine biosynthesis	5
M00801	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-L-olivose biosynthesis	4
M00802	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-D-forosamine biosynthesis	5
M00803	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	Prokaryote	Pathway	dTDP-D-angolosamine biosynthesis	4
M00804	Energy metabolism	Nitrogen metabolism	Prokaryote	Pathway	"Complete nitrification, comammox, ammonia => nitrite => nitrate"	3
M00805	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Staurosporine biosynthesis, tryptophan => staurosporine"	7
M00806	Environmental information processing	Phosphotransferase system (PTS)	Prokaryote	Complex	"PTS system, maltose-specific II component"	3
M00807	Environmental information processing	Phosphotransferase system (PTS)	Prokaryote	Complex	"PTS system, galactose-specific II component"	3
M00808	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Violacein biosynthesis, tryptophan => violacein"	4
M00809	Environmental information processing	Phosphotransferase system (PTS)	Prokaryote	Complex	"PTS system, glucose-specific II component"	3
M00810	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde"	4
M00811	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde"	1..5
M00812	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	AgrC2-AgrA2 (virulence regulation) two-component regulatory system	2
M00813	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Lantibiotic transport system	3
M00814	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose"	8
M00815	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A"	9
M00816	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	NisK-NisR (lantibiotic biosynthesis) two-component regulatory system	2
M00817	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Lantibiotic transport system	3
M00818	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	FusK-FusR (virulence regulation) two-component regulatory system	2
M00819	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone"	7
M00820	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	1..3
M00821	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump TriABC-TolC"	4
M00822	Environmental information processing	Drug efflux transporter/pump	Prokaryote	Complex	"Multidrug resistance, efflux pump MexMN-OprM"	3
M00823	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	Prokaryote	Pathway	"Chlortetracycline biosynthesis, pretetramide => chlortetracycline"	8
M00824	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core"	2
M00825	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core"	2
M00826	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA"	6
M00827	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP"	6
